StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q9 - Parent Topics,Q9 - Topics
2020-06-24 08:45:21,2020-06-24 08:47:56,IP Address,86.175.88.189,100,155,True,2020-06-24 08:47:56,R_1lzf0iyLB2SWwEk,,,,,50.737396240234375,-3.470794677734375,anonymous,EN,58df90cecc6d9800018c5d58,Female,Not Hispanic or Latino,White,05/08/1988,Yes,"I remember that the two men entered the restuarant and we seated by a waitress. The menus were heavy and were covered in felt. One of them wanted to buy the business from the other one but the owner said the business wouldn't suit being a big business but the guy making the offer had thought of that. They came to an agreement including the owner having the final say on the business, had their dinner which neither really liked because the meat was overcooked and dry. ",,,
2020-06-24 08:45:18,2020-06-24 08:48:05,IP Address,198.48.154.34,100,166,True,2020-06-24 08:48:05,R_1ochfGZViU94PBy,,,,,50.989898681640625,-114.15740203857421875,anonymous,EN,5bf18310fb616800014fd2dd,Female,Not Hispanic or Latino,Asian,1973,Yes,"Emmanuela and Liam went into a grocery store, because they needed to buy some groceries for a dinner that they were hosting that night. They were fighting again, when Emmanuela spoke up and said that she wanted to break up. Liam agreed, and said that they'd be happier with other people. They agreed to pretend that they were still together for the sake of their guests at dinner. Emmanuela joked that whoever told first, would have to give up the cat. But Liam said that it was his cat.",no,,
2020-06-24 08:44:07,2020-06-24 08:48:45,IP Address,92.23.179.233,100,278,True,2020-06-24 08:48:46,R_Zs3uWYEN6YXKoOR,,,,,51.7657012939453125,-1.279693603515625,anonymous,EN,5e7009d7b3d2255e174696cd,Female,Not Hispanic or Latino,White,05/03/1991,Yes,"the couple go to a restaurant to celebrate the woman's first homegrown tomatoes. However, in actual fact they have gone so the man can propose after five years of dating. She has no idea. They order food from small menus with no prices on. She goes to the bathroom before they order, when the man slips the three stone diamond ring to the waiter. They enjoyed the oysters with garlic sauce especially. He proposes when the cake is brought out, she says of course yes and then texts her dad. ",,,
2020-06-24 08:47:02,2020-06-24 08:48:53,IP Address,85.210.233.217,100,111,True,2020-06-24 08:48:53,R_3I0u2pVD5rS7Kmz,,,,,53.9579925537109375,-1.084197998046875,anonymous,EN,5caa2d8967451a0015304067,Male,Not Hispanic or Latino,White,june 20,Yes,"Chrlie was in a university investment group alma a ceo of a new startup theyre in the same class which i think was about greece or romans.

they discussed an initial 28000 investment which alma said wouldnt work shed need the full amount so would have to look to their competitors churchill so the full amount was offered. 56000

they hugged, when this happened the rest of the class had gone as the lecture had ended. ",nope,,
2020-06-24 08:48:09,2020-06-24 08:49:43,IP Address,81.129.71.169,100,93,True,2020-06-24 08:49:44,R_z1HzhrjD3fcLb2x,,,,,53.482696533203125,-0.033203125,anonymous,EN,5eb3c2e29eb7cb1a6d8054bc,Female,Not Hispanic or Latino,White,12/06/1995,Yes,Head of purchasing and a sales woman for an italian cheese company are in the supermarket as she is trying to sell cheese to the head of purchasing. Initally the head of purchasing is hesitant to buy the cheese but is persuaded by the sales woman to make a bigger purchase than was initally planned,,,
2020-06-24 08:47:03,2020-06-24 08:50:28,IP Address,86.159.159.81,100,204,True,2020-06-24 08:50:28,R_2ANzHFhuAMh1Fsy,,,,,51.6114959716796875,-0.249603271484375,anonymous,EN,5e8b357c8d6ecf023440f7ea,Female,Not Hispanic or Latino,Asian,04091995,Yes,Girl walks in and knocks into the door. Catches the guys eyes. He likes the look of her. The restaurant is Japanese. Neon menus. They are sat at the bar with one seat between them. They are both dining alone. They initiate conversation with asking if her head is ok. They talk about spiders or something. Flirting. They order rolls. They order quickly. Food was great. The guy - 2 rolls. The girl - 1 roll and a drink. Exchange numbers and set up date. Guy has to leave at 3. He leaves $50 to cover both their bills. Girl waves bye with chopsticks and laughs.,No,,
2020-06-24 08:48:28,2020-06-24 08:51:56,IP Address,90.253.55.150,100,208,True,2020-06-24 08:51:56,R_3HFdwUZ2MEVgvBc,,,,,55.864898681640625,-4.311004638671875,anonymous,EN,5ae5e66d3ab2fb0001ef2f3c,Male,Not Hispanic or Latino,White,02/02/1985,Yes,"Two men meet at an airport.  One man recalls how they met the night before.  They both complained about wine and foudn they worked in a similar area.  They agreed to meet at the airport at the next day.

There is a hold up at security.  After they pass security they haggle over purchasing wine.  One man proposes 5 crates for $800.  As there is no guarantee of a purchase leading from this the other man declines.  Since their competitor yankee vines also declined this offer it was agreed that they would make another offer.  They share information and one of the men boards his plane and orders a glass of wine.",No issues.,,
2020-06-24 08:46:41,2020-06-24 08:52:07,IP Address,72.94.195.148,100,325,True,2020-06-24 08:52:07,R_1mVJ4vXj6SbvoCz,,,,,40.110107421875,-75.15670013427734375,anonymous,EN,5ebf19feee7c5b13537f1d35,Female,Not Hispanic or Latino,Black or African American,04/06/2000,Yes,"Since I don't remember their names, a man and woman enter a bustling grocery store to get what they needed for the week. The man is visibly nervous since he is going to propose to his girlfriend at this store. They walk up an aisle and the woman asks the man if there is anything they need to get while they are there. Looking at the ring, he said that he wasn't sure and the woman now notices how nervous he is. Out of the 5 lines they choose line 3 to checkout for their groceries. As the man is fidgeting with his wallet, to which the woman notices, he notices their friends standing by the entrance waiting for the proposal to take place. The man then pulls the ring out of his pocket, gets down on one knee, and proposes in front of everyone. The woman is clearly shocked while her friends, customers, and employees take out their phones to capture this sweet moment. After a few moments, she says yes and shoves her ring in the face of a stranger to show how glittery the ring is. She then texts a picture of the ring to her mom while her now fiance pays for the 14 dollar groceries in cash. They all then walk out of the grocery store figuring out where to go to celebrate next.",Nope,,
2020-06-24 08:51:26,2020-06-24 08:52:41,IP Address,99.24.139.225,100,74,True,2020-06-24 08:52:41,R_1dhqCDLbPtLf4cP,,,,,32.72259521484375,-97.07849884033203125,anonymous,EN,5cdad620eae6f70019d4e950,Male,Not Hispanic or Latino,White,02/01/1989,Yes,Took place on a university campus. Charlier and Alma. Alma was starting a company and Charlie was in charge of handling an investment group. Charlie wanted to offer her half. There was also a history lecture going on.,no,,
2020-06-24 08:46:36,2020-06-24 08:52:50,IP Address,90.240.139.235,100,373,True,2020-06-24 08:52:51,R_YQ7BB4d3UNAwZ7H,,,,,51.368804931640625,-0.4853057861328125,anonymous,EN,5c730ca1f674750001df8d09,Female,Not Hispanic or Latino,Asian,04 jan 1990,Yes,"Jeff and William met by coincidence one day (exact location I don't remember) where William was hoping to secure a wine production deal that he failed with another client, but luckily Jeff was also in this field too. They schedule a business meeting at short notice for the following da at the security gates before taking their flights. Whilst waiting in queue, they began to speak about their business plans. They got caught up in the queue waiting as airport staffs were wheeling in bins through the security gates. William explains how lucky he was to have met Jeff, he explained the previous client wouldn't take his offer, and so he would offer a better deal for Jeff. They both compromised and reached a deal.. Jeff rans to his boarding gate and sat onto the business class seat. He treated himself with a drink for the success of his business meal and instantly messaged his boss.",None.,,
2020-06-24 08:48:13,2020-06-24 08:52:54,IP Address,92.22.158.105,100,280,True,2020-06-24 08:52:54,R_zVcUXWB8lIrkd5T,,,,,53.434600830078125,-2.908905029296875,anonymous,EN,5da250b1106ffc00109177c8,Female,Not Hispanic or Latino,White,16/10/1988,Yes,Jessie and Calvin are at an airport about to fly back from a holiday together. The go through security but there is a delay as the guards swap shifts.  They are then stood waiting for their bags at the conveyor belt.  Jessie decided to tell Calvin that they should split up as soon as they are both back in America.  She had been thinking about it since before the trip but the trip was booked a long time ago.  Calvin says he agrees but he is hurt.  They powerwalk to the terminal to board the plane.  On the plane they have seats in different areas.  Jessie shakes Calvin's hand and then asks him to return the philosophy books she lent him. Calvin goes to his window seat.,no,,
2020-06-24 08:52:00,2020-06-24 08:54:57,IP Address,184.58.255.70,100,176,True,2020-06-24 08:54:57,R_1pRL0To58Qsv0aM,,,,,43.0131988525390625,-87.92870330810546875,anonymous,EN,59dc458f77860e000151240e,Male,Not Hispanic or Latino,White,03/02/1983,Yes,"Maria and Henry were attending a university lecture and as it started, Maria whispered to Henry that she wanted to break up as she would be traveling abroad and did not want to be bogged down in thinking about him or their relationship while she was there.  Henry did not want to break up as he still loved Maria and stated that he would visit her while she is traveling.  Maria had still made up her mind and wished to break up, and apologized for doing so during class, but she has to leave for the airport shortly after the class.  Henry stated that he knew he couldn't change her mind, so he agreed, and then Maria asked that he return her favorite alpaca sweater to her before she leaves, as she has left it in his dorm.  ",,,
2020-06-24 08:46:25,2020-06-24 08:55:35,IP Address,86.178.132.86,100,549,True,2020-06-24 08:55:35,R_12gtYnnSTeTRzz2,,,,,52.6378936767578125,-0.385498046875,anonymous,EN,56a8bb427f2472000b9522f6,Female,Not Hispanic or Latino,White,01/03/1987,Yes,"Chris and Chloe have been dating for 23 months and went to a grocery store to buy some things. It was near to Thanksgiving and it was busy, with various promotions, posters and products piled high. Down one aisle Chloe asked her boyfriend if there was anything they needed and he just said 'get whatever you need'. Chloe thought something was up but just carried n, picking up pumpkin puree and vinegar. Chris took out his wallet where the engagemnt ring was. He was sweaty and looked at the ring which was a single band and with sparkly white diamonds. As the came to the end of there shop, they got into the queue nearest the exit and Chloe coud tell something was up but thought if he neede to say something he will in his own time. Then suddenly, Chris got down on one knee and asked her to marry him. All their friends came out of hiding and started taking pictures and then came over to hug them. Members of the public also took pictures. Chloe said yes after a slight pause, and shortly after contacted her mother. They then proceeded through the checkout paying 14 dollars by cash, before they went off to celebrate nearby.",none,,
2020-06-24 08:51:47,2020-06-24 08:56:31,IP Address,173.151.248.59,100,283,True,2020-06-24 08:56:31,R_2aPr1KipB2Xtynb,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,5898b6e256357700011c2c6b,Male,,White,05/18/1957,Yes,"Stevn bought a ring for his girlfriend and wanted to give it to her.  He had it in his pocket when he went through the airport check point.  IT went off and so he had to take it out of the red bag and present it to her.  She was just went through the check point after digging out her computer and taking off her shoes.  He proposed but since she was so shy she did not answer him in front of all the people who were watching.  

Once they were at their gate, she said yes.  They took their seats in first class 1a and 1b and many of the passengers congratulated them, but one said that she was videoing all of it and it went viral",No,,
2020-06-24 08:52:23,2020-06-24 08:58:56,IP Address,86.172.50.9,100,392,True,2020-06-24 08:58:56,R_21GKSsNxyF02Ngy,,,,,53.7740020751953125,-2.7057037353515625,anonymous,EN,5ec2d656c999700e29f63932,Female,Not Hispanic or Latino,White,30/03/1990,Yes,"The couple walked into the store and she had wanted to speak to him for some time. She engaged conversation over a frozen chicken and he remarked ""They must be brothers, what an unlucky family!"" about another frozen chicken. I think they picked out some meat and some kebabs as she was having a barbecue. I think some lanes were closed when they went to pay. He asked her out on Saturday, to which she agreed and said it sounded great. The cashier rolled her eyes at them. They then paid for their items together using his credit card. She released the time was half 4 and dashed off as she was late for her own barbecue, to which the cashier remarked ""I hope her guests aren't getting hungry!""","No, everything worked fine.",,
2020-06-24 08:57:29,2020-06-24 09:00:27,IP Address,94.192.239.114,100,177,True,2020-06-24 09:00:27,R_votAXylqOqyZ73z,,,,,51.52099609375,-3.203704833984375,anonymous,EN,5ea95301f1853405e031a30d,Female,Not Hispanic or Latino,White,05/04/1991,Yes,"A boy and girl are in a lecture of History of Egypt. The boy recognises the girl from somewhere and passes her a note that asks ""Are you from LA?"" she replies back that she isn't. They continue to pass notes during the lecture, which is on mummification, and they agree to meet up that evening at 8pm for a walk. The girl leaves the lecture (at 12pm) to get to her next class and the boy is sure that they have met before, especially after hearing her voice.",I had an error message but the study worked fine after I refreshed the page,,
2020-06-24 08:49:37,2020-06-24 09:01:20,IP Address,76.101.29.69,100,703,True,2020-06-24 09:01:20,R_22PMixUd7lsa19y,,,,,26.5337066650390625,-81.70619964599609375,anonymous,EN,5e3adfc595ff562fbdd130fa,Male,Not Hispanic or Latino,"Black or African American,White",02/12/1987,Yes,"Thomas is meeting Sadie with the intention of breaking up. He has been thinking about ending the relationship for 2 months. He chooses a restaurant decorated like a diner and when Sadie arrives, he asks for a booth in the back. After they sit down Sadie asks about Thomas' day. After a few moments of nervous picking at his hands, Thomas tells her that he thinks he needs a break to focus on his job. He's considering changing careers and feels he is under too much stress. Sadie Suggests that they stay together and spend less time with each other to help alleviate Thomas' stress. They both order a meal, Thomas a burger without tomatoes and Sadie a Reuben. Sadie begins to cry loudly. The other patrons realize what is happening and they avert their eyes. After the food arrives the waiter asks if they'll be wanting desert to which Thomas replies ""thanks, we're good"". Sadie then becomes angry and stands up brandishing half a sandwich at Thomas. She tells him not to follow her or ever contact her again and that she wants her camera and Beatles poster back. Thomas is left to wonder how things went so badly so quickly. He takes a bite of his burger which tastes dry and vaguely fishy.","I accidentally hit enter twice during the post story portion, so i skipped a question. That was my fault though. 

Other than that everything ran smoothly. Thank you. ",,
2020-06-24 08:56:38,2020-06-24 09:04:13,IP Address,193.84.225.234,100,455,True,2020-06-24 09:04:14,R_1oj0nSk1PWZMcXL,,,,,51.4781036376953125,-0.02789306640625,anonymous,EN,5cd0ca0e657e300001945935,Male,Not Hispanic or Latino,"Asian,White",1986,Yes,"A couple who's names I can't remember go for a meal in the evening as the male partner wishes to propose after 5 years of courting.

They attend a restaurant by the coast line which is decorated with chandeliers.

The waiter acknowledges the male partner and seats them by the window.

Whilst the female partner is in the rest room the male partner gives the waiter the ring which came from his mother and had three yellow diamonds set within it.

Once the female partner returned they reviewed the small menus which included comments from the chef.

She made a comment of how over the top the meal was for someone who brought him tomatoes 5 years ago, to which he responded they were the best tomatoes he'd ever had.

They ordered oysters and whilst eating he showered her with compliments and fond memories to the point that his eyes began to tear.

After completing their mains the waiter brought over  small cake with the ring placed in the top.

The male partner got down on one knee and proposed to the female with the whole restaurant watching, this happened not long after sunset.

The female accepted his engagement offer and then insisted on texting her father.","I really can't remember their?

I accidentally caught the enter button twice which caused one of the questions to skip prior to me answering, even though I was sure I would have known the answer.",,
2020-06-24 09:02:48,2020-06-24 09:05:21,IP Address,73.246.99.181,100,153,True,2020-06-24 09:05:22,R_1Qn1K3qAgtKWmuT,,,,,41.94500732421875,-87.79959869384765625,anonymous,EN,58d9a79c33fef3000118abdf,Male,Not Hispanic or Latino,White,1989,Yes,Two students met in call which was doing a lesson on Augustus. They started talking about a investment deal right away. The male student offered half of the money the female student wanted but she refused. He offered the full amount and they agreed and hugged.,no,,
2020-06-24 08:58:07,2020-06-24 09:05:31,IP Address,24.107.183.46,100,444,True,2020-06-24 09:05:31,R_O85Hs9fIXZaGoaR,,,,,38.5753021240234375,-90.26509857177734375,anonymous,EN,5eca8de81197051fa92b5a6a,Female,Not Hispanic or Latino,White,13 October 1988,Yes,"Aaron and Lana have been dating for 2 years. Today they are both entering a chemistry class in a lecture hall--the fanciest, nicest one on their campus (it has a big chandelier and big chalkboards)--where they first met in a class together 2 years ago. They also had another class together that year. Today, Aaron is going to propose to Lana; the chemistry professor is in on the surprise. The professor enters the lecture hall, and winks at Aaron on his way down to the front of the room, to which Aaron responds with a grin. The professor introduces the day's lecture topic, ions, and embarks on his lecture, using sodium (Na) as an example of how ions work. As the professor is talking, Lana and Aaron are both trying to take notes, but Aaron is also examining the ring he is about to present to Lana. Because Lana's style is more avant garde, the ring Aaron picked out for her is nontraditional; it has five red diamonds in the setting instead of one big white diamond. Eventually, the professor calls Lana and Aaron up to the front of the lecture hall to do a demonstration, and Lana is extremely confused. When they get to the front of the room, Aaron reveals the ring on a sheet of notebook paper, gets down on one knee, and asks Lana to marry him. Lana covers her mouth with her hand, and with tears streaming down her face, says, ""Yes!"" The rest of the students in the class cheer, and Lana's and Aaron's friends, who have been waiting outside the lecture hall, run in to congratulate the newly-engaged couple. Lana and Aaron return to their seats; Lana retrieves her phone to text her sister about her big news. The professor dismisses the class, saying, ""That's enough excitement for one day."" He reminds the students of their upcoming midterm exam, which will cover the material from the first four weeks of the course, and which will be held next week.",no,,
2020-06-24 09:01:40,2020-06-24 09:06:17,IP Address,23.111.188.5,100,276,True,2020-06-24 09:06:17,R_1ohzoP6E9aqnOgD,,,,,27.889495849609375,-82.24210357666015625,anonymous,EN,5ed1443918f6bd07449d88a5,Male,Not Hispanic or Latino,,05-05-1995,Yes,"the story was about Aaron and Lana. In the chemistry class the lecturer take class. Aaron propose Lana. Lana replied yes. Aaron give Lana a ring. Friends were celebrating. Assignment will be submit next week. ",not at all,,
2020-06-24 08:56:11,2020-06-24 09:08:50,IP Address,99.237.6.179,100,759,True,2020-06-24 09:08:50,R_10r9mPC8kArD39y,,,,,43.690399169921875,-79.255401611328125,anonymous,EN,5ebd841ddea21b08a0aa3057,Female,Not Hispanic or Latino,Asian,"January 5th, 2000",Yes,"A man names James was in a cafe reading a newspaper. While reading, he sees a woman named Teresa who was using her phone and ends up bumping her had against the cafe door. As James glanced at Teresa from his newspaper, Teresa notices him and furrows her eyes at him. They next scene takes place of the couple going to a Japanese bar. As they sit at the bar and look through a bright menu of menu items that were in Japanese that have English translations to them, James asks Teresa if her forehead is alright. Teresa asks him if he has ever been bitten by a scorpion. He says no, and she explains that she has and something like a head bump didn't do much to her compared to the sting of a Scorpion from Egypt. James remembers of an Egyptian concert as both him and Teresa talk about their experiences relating to those topics.  James invites Teresa to the concert and she gives a smirk as he jokingly mention that it is indoors and there won't be and venomous creatures. The waitress comes back to ask the couple if they want to order. Teresa orders a salmon roll and Japanese beer, while James orders a tuna roll and vegetable roll. As they eat, James realizes it 3 pm and that he has to go. He gives Teresa her goodbyes as they both look forward to their next date to the concert. ",There were no problems with the experiment. This was an enjoyable study to complete!,,
2020-06-24 09:18:14,2020-06-24 09:20:41,IP Address,81.151.27.104,100,147,True,2020-06-24 09:20:42,R_2tEh7YD5bnLQOys,,,,,52.536895751953125,-0.2041015625,anonymous,EN,5c1d234d89f035000172aeb7,Male,Not Hispanic or Latino,White,18/08/1996,Yes,"The story was about two Princeton university students who were dating, during a lecture on chemistry the guy proposed, to which she said yes. The guy got the teacher on the performance.",None that I could see. In the word memory test I must note I have Dyslexia in my spelling.,,
2020-06-24 12:20:12,2020-06-24 12:24:08,IP Address,96.255.148.165,100,236,True,2020-06-24 12:24:08,R_xrbAHfmCtnEr35D,,,,,38.8262939453125,-77.21109771728515625,anonymous,EN,5d7fd2a5987f70001602d95b,Female,Not Hispanic or Latino,Asian,09/13/1975,Yes,"We learn of Jessie who is wanting to break up with her boyfriend. They are at the airport to fly back home from a trip to Jamaica together. At security, there is a hold up and they are not getting along. Jessie decides to share with her boyfriend how she wants to break up with him. He decides that this is good, if he's going to bore her. Luckily, they don't remember or forget to change their flight seats and are in different sections of the plane. As they board the plane, Jessie remembers how her boyfriend still has one of her philosophy books and brings it up. They still are not getting along and look forward to flying back in peace, separately.","None, thank you!",,
2020-07-16 02:15:53,2020-07-16 02:19:03,IP Address,124.183.84.254,100,189,True,2020-07-16 02:19:03,R_3Ecgh64nZifXqiS,,,,,-27.47320556640625,153.021514892578125,anonymous,EN,5ac033fa68b65b00018d2c1a,Male,Not Hispanic or Latino,White,28/09/1984,Yes,"The girl banged in to the door and sat down to order her food. The man found it endearing so he sat next to her. He started the conversation by asking if it hurt to walk in to the door, she responded with an anecdote about how nothing hurts as much as the time she was stung by a scorpion in Egypt. He then responded by telling her he was going to an Egyptian concert that night and invited her to attend. She agreed and they both ate their meals with him paying an exuberant $50 for both, before leaving with the agreed intention of going to the concert, a date they were both excited about.",I absolutely screwed up the first part of the study by repeatedly pressing 9 when I should have been pressing 1. My intention was to press 9 the very first time and for the rest to be 1s.,,
2020-07-16 02:16:15,2020-07-16 02:19:21,IP Address,86.147.142.186,100,185,True,2020-07-16 02:19:21,R_UyVDzIdg2Z8RjH3,,,,,56.479705810546875,-2.8585968017578125,anonymous,EN,57843b986475d400015a8e45,Male,Not Hispanic or Latino,White,25/02/1997,Yes,"The two executives meet at a restaurant. They are there to discuss business. They first start by ordering their meals, and then briefly discuss what the meal talk will be about. One of the pair wish to merge with the other company owner, and thinks it would be beneficial for both of them. There is some hesitance from the other party, but after a talk he agrees to do the deal, so long as he still remains with the final say in the business decisions. They shake hands to their new partnership.",,,
2020-07-16 02:16:51,2020-07-16 02:19:22,IP Address,82.46.163.107,100,150,True,2020-07-16 02:19:22,R_DTCZxF9WaGrOn2V,,,,,51.574493408203125,0.131195068359375,anonymous,EN,5a68460063394a000155bc50,Female,Not Hispanic or Latino,White,7th March 1979,Yes,"they had been to isabels parents and it was a good week so sven decided to propose. They were at the airport and when going through security, isabel had forgotten to take out her laptop. During the delay, sven forgot he had the engagement ring in his pocket, so got called over by security when he went through. Because of this, he decided to propose. Isabel became embarrased and rushed off, but said yes. When they got in to the plane, a fellow passenger told them that it had been filmed and went viral","no
",,
2020-07-16 02:17:33,2020-07-16 02:19:34,IP Address,82.13.68.47,100,120,True,2020-07-16 02:19:34,R_2YfGDZqAeyNaPbI,,,,,52.2241973876953125,0.131500244140625,anonymous,EN,59a817a969b7e70001fe5d38,Female,Not Hispanic or Latino,White,19/12/71,Yes,"Two men meet one is trying to sell wine to the other. The other man is trying to get a cheap deal on it which the other man can't afford to do, their competitors also turned down the cheaper offer. They make a deal for 5 cases and then go on their way home.",no,,
2020-07-16 02:19:05,2020-07-16 02:20:22,IP Address,99.203.144.161,100,77,True,2020-07-16 02:20:23,R_3LexPyBSBuAxIcx,,,,,39.2151031494140625,-76.753997802734375,anonymous,EN,5ed478fa7d20a043b7c3be83,Male,Not Hispanic or Latino,White,march 2 1985,Yes,Jeff and WIlliam were flying out of boston and had met at a bar the night before.  In the bathroom they complained about wine and found out that they both worked in the wine industry.  THe next morning while going through the airport they made a deal of William buying wine to resell through Jeffs winery.,no,,
2020-07-16 02:16:47,2020-07-16 02:20:28,IP Address,68.36.54.53,100,220,True,2020-07-16 02:20:28,R_1JJC22ZuwKT0gjF,,,,,42.306793212890625,-83.705902099609375,anonymous,EN,5e53036cd91a8232a99e60fb,Female,Not Hispanic or Latino,Asian,December 1995,Yes,"Jessie and Carl are coming back from a vacation in jamaica. Jessie has been thinking of breaking up from before the vacation was planned. They reach the airport and there was a hold up at security gate due to shift change. He puts items for tracing, and then pass through the gates. They then move to collect their baggage and the guy mentions that he could have taken anything through the gate. The women is upset and asks for a break up because the personalities don't match. The guy picks up stuff and starts walking. The women accuses of him being silent while power walking to the gate. He then says, yes, it is a good idea, I don't want to bore you, you should have said this before we planned the vacation. They then check in, the flight attendant was not in a good mood. they didn't book seats, hence got separate ones which they were happy about (row 33 and 36). Jessie shook the guy's hands awkwardly and asked for the philosophy books back.",No,,
2020-07-16 02:18:53,2020-07-16 02:22:08,IP Address,90.255.142.174,100,194,True,2020-07-16 02:22:08,R_2wLThfgbUf8ikKX,,,,,55.7700042724609375,-4.053497314453125,anonymous,EN,5bd5a2bd9afb5b00015c8f46,Female,Not Hispanic or Latino,White,10/02/1976,Yes,"they had been dating 3 years and he was excited to propose, she was thinking about something else from another class.
The teacher was saying what the lesson would be about but had to set up his computer first.
He asked the couple to come to the front which is where the guy proposed to his girlfriend, she covers her mouth and says yes. 
The teacher has a slide show of them in the backgrouund. they go back to their seats where she phones her sister. The teacher explains that is enough excitement for one day and dismisses the class telling them what their assignment was and when it was due. The couples friends were outside waiting to congratulate them and crowded around to see the ring",none,,
2020-07-16 02:18:30,2020-07-16 02:22:53,IP Address,77.98.221.143,100,263,True,2020-07-16 02:22:54,R_REUEIcq4dpMx613,,,,,53.3376007080078125,-1.4770965576171875,anonymous,EN,5ac607f668b65b00018d60fa,Female,Not Hispanic or Latino,White,06-03-1989,Yes,"The cheese seller and the purchaser met in the grocery store which was dressed for halloween. The purchaser is unconventional and likes to do deals in the place where the product will be sold. They went to the cheese aisle. The purchaser wasn't sure that they needed more cheese but the seller said that higher quality cheese products would lead to higher quality additional purchases and more profits. She offered to buy a box of crackers to test the cheese. The purchaser said that was a good idea but that she'd buy the crackers. She also picked up ketchup and bottled water for later. They stood in the checkout area, which was busy and also dressed for halloween. The seller handed the purchaser a data pack with facts and figures, and the purchaser was convinced it could work, but worried about import tax. They were in aisle 6. The purchaser chatted with the checkout staff because she knows them all. She paid for the purchase, which cost 23 dollars, by cheque which amused the seller. After trying the cheese, they agreed on a deal of 20,000 dollars of cheese which would qualify for reduced import taxes. The purchaser had a bottle of champagne in her bag and popped it in celebration. The seller thought that she loved doing business with Americans.",,,
2020-07-16 02:18:50,2020-07-16 02:23:07,IP Address,82.132.187.222,100,256,True,2020-07-16 02:23:07,R_CaGpaMy5Cpel613,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,5c6fe83f2b44fc000115f3b9,Male,Not Hispanic or Latino,White,19/08/1977,Yes,"Sven went to meet Isabe'ls family and it went well giving him more confidence about proposing.
On the way home at the airport Sven was forced to produce the ring at the metal detectors and proposed there and then. Isabel shocked and embarrassed grabbed Sven and ran but soon excepted the proposal. They got on the plain and some one said they witnessed the whole thing.",no,,
2020-07-16 02:20:02,2020-07-16 02:24:18,IP Address,92.13.33.120,100,255,True,2020-07-16 02:24:18,R_u9dU8YSM8cFwQr7,,,,,52.6569976806640625,1.206298828125,anonymous,EN,5b9d57e5737d030001ad2cbf,Male,Not Hispanic or Latino,White,06/05/1967,Yes,"A guy decides to propose to his girlfriend. they have been together nearly 2 years. They meet at the grocery store and do some shopping. It's near Thanksgiving. As they get to the checkouts he asks and presents the ring. Their friends have arrived to see the event. She says yes. Lots of excitement in the store. Photos and videos taken of the event. They pay for the shopping in cash and then leave, to decide where to go to celebrate with their friends.","No problems encountered. I did not press 9 again after the opening sentence as I thought it was all one ""part"" of the story. If this was a book it would be just one chapter.",,
2020-07-16 02:21:20,2020-07-16 02:25:02,IP Address,86.3.247.80,100,221,True,2020-07-16 02:25:02,R_1HdzuwEODoFcBkl,,,,,50.869598388671875,-1.3090972900390625,anonymous,EN,5b12b0651e55760001b9ed8c,Female,Not Hispanic or Latino,White,09/05/1998,Yes,"A man and a woman bumped into each other in a grocery store (literally). The woman dropped her keys. They then started chatting and realised they both had a BBQ that evening. They went over to the meat section, started talking about how a chicken/bird was cute, then got the food they needed. He gave her a recipe for ribs and she gave him a recipe for vegetable kebabs. They went over to the checkout and he asked to take her out to dinner at some point. She said yes. He then moved the separator between their groceries and offered to pay for them both, and she blushed. The cashier rolled her eyes but they didn't see. He paid for the grocies which came to $52 on his credit card. She then realised the time, it was 4:30 and she was late to her own BBQ. So she hurried off and the cashier said something along the lines of 'I hope her guests aren't hungry' but he didn't hear as he was watching her run off. ",No,,
2020-07-16 02:23:13,2020-07-16 02:25:56,IP Address,90.249.65.76,100,162,True,2020-07-16 02:25:56,R_12fjXkAAAmHqmHQ,,,,,54.6988067626953125,-1.6464996337890625,anonymous,EN,5e177578fd7db4082cf06d91,Female,Not Hispanic or Latino,White,19/08/82,Yes,"Two businessmen met for lunch. One wanted a merger, the other was reluctant at first. He was then reassured by previous takeovers, and the reassurance he would still remain in charge of his own company decisions. They sealed the deal by raising glasses over their substandard steaks.  ","No. ",,
2020-07-16 02:21:24,2020-07-16 02:26:10,IP Address,46.65.119.52,100,285,True,2020-07-16 02:26:10,R_6Mgb6r0or5ZOm2Z,,,,,53.4701995849609375,-2.230499267578125,anonymous,EN,5c9e773a9ab9320001fbe51c,Male,Not Hispanic or Latino,White,10/08/85,Yes,"Simon and Karina didn't know each other. They both go into a large, warehouse-like supermarket. They share a joke about the chickens being brothers. She said it was an unlucky family. He helps her pick ribs and and other meat and she helps him pick peppers and spices. They join the same queue at the checkout, arrange a date. He pays for both of them - $54. She realises she is late for her own barbecue and leaves hastily. The cashier is unimpressed and rolls their eyes.",No.,,
